Words	raw	percent	mean_valence	sd_valence	mean_degree	sd_degree	comment_1	comment_2	comment_3	comment_4	comment_5	comment_6	comment_7	comment_8	comment_9	comment_10	comment_11	comment_12	comment_13	comment_14	comment_15	comment_16	comment_17	comment_18	comment_19	comment_20	comment_21	comment_22
Macht wenig Fehler	2	0.44	2	0	1	0																						
Machtmissbaruch	1	0.22	-3	NA	1	NA																						
Mangel am Emphatie	2	0.44	-3	0	1	0																						
Mangel an Empathie	4	0.88	-2.5	0.577350269189626	1.75	0.957427107756338																						
Mangel an Fachpersonal	2	0.44	3	0	3.5	2.12132034355964	Mangel kann durch Roboter ausgeglichen werden	Mangel an Fachpersonal kann durch Roboter ausgeglichen werden																				
Mangel an Genauigkeit	1	0.22	-2	NA	1	NA	Softe Roboter sind flexibler und können eventuell weniger genau arbeiten.																					
Mangel an Vertrauen	2	0.44	-3	0	1	0																						
mangelnde    Empathie	2	0.44	-2	0	1	0																						
Mangelnde Emotionalität	2	0.44	-3	0	2	0																						
Mangelnde Emotionen	2	0.44	-3	0	1	0																						
Mangelnde Empathie	2	0.44	0	0	1.5	0.707106781186548	Es ist nicht abzusehen und vielleicht nicht einmal wünschenswert, dass artifizielle Helfer Gefühle entwickeln und Menschen empathisch gegenüberstehen können. Das kann ein Vorteil (sachliche Hilfe, kein Mitleid), aber auch ein Nachteil sein.																					
mangelnde Entscheidungsfindung	2	0.44	-2	0	1	0																						
Mangelnde Flexibiltät	2	0.44	-3	0	1	0	"Viele Roboter sind auf bestimmte Aufgaben beschränkt, ein Mensch kann vieles gleichzeitig
"																					
Mangelndes Vertrauen	2	0.44	-1	0	1	0																						
Manipulation	9	1.98	-2.3333333333333335	0.866025403784439	1.5555555555555556	1.33333333333333	Die ist möglich	"technische Manipulation von Retter
"	Die Geräte könnten gehackt und manupuliert werden. Sie kann rassistisch sein und mehr Schaden anrichten.	können für die spying und Kriege verwendet werden																		
Manipulation (Hacking)	2	0.44	-2	0	1	0																						
Manipulation möglich	2	0.44	-3	0	1	0																						
Manipulationsanfällig	2	0.44	-1	0	2	0																						
Manipulierbar	4	0.88	-2	1.15470053837925	2	0	Intern, oder auch extern durch z.B. Hacker.																					
Manuelle Steuerung	2	0.44	0	0	2.5	0.707106781186548	Roboter werden aktiv von Menschen ferngesteuert 																					
Marktfähigkeit	2	0.44	-2	0	1	0																						
Marktreife	1	0.22	-3	NA	2	NA																						
massenproduzierbar	2	0.44	2	0	2	0																						
Massenweise einsetzbar	2	0.44	1	0	1	0																						
Material	2	0.44	-1	0	4	0	Roboter kosten Material -geld und -rohstoffe																					
Material- und Produktionsmängel	2	0.44	-2	0	2	0	Auch Maschinen können Mängel haben, die in entscheidenden Momenten Schaden anrichten können																					
Materialdegradation	1	0.22	0	NA	1	NA																						
Materialverschleiß	2	0.44	-2	0	1	0																						
Medikamente	2	0.44	0	0	1	0																						
Medikamentencheck	2	0.44	1	0	1	0	Kann beipsielsweise die richtige Medikation prüfen																					
Medikamentenversorgung	1	0.22	3	NA	1	NA																						
Medizinische Hilfe	2	0.44	3	0	1	0	"Wertvoll bei Fragen, eventuell ""einfache"" medizinische Anliegen/Fragestellungen"																					
Mehere Leben retten	2	0.44	3	0	1	0	Dadurch das ein Machine mehr/länger arbeiten kann als ein Mensch könnte mehere Leben gerettet werden. 																					
Mehr als Mensch	2	0.44	1	0	1	0	Jedes Land, jede Stadt kann mehrere Roboter als Not haben und wenn es eine Katastrophe gibt, werden die Roboter sofort aktiv und greifen ein. 																					
Mehr Aufmerksamkeit	2	0.44	1	0	2	0																						
Mehr Betreuungszeit	2	0.44	2	0	2	0																						
Mehr Budget	2	0.44	3	0	1	0																						
Mehr Daten	2	0.44	1	0	1	0	"Ein Roboter kann mehr Daten zu einer Situation wie Menschen haben (Sensoren, Internet, usw.) 
"																					
Mehr Einzelbetreuung möglich	2	0.44	3	0	1	0																						
mehr Freiheit	2	0.44	2	0	1	0																						
Mehr gerettete Menschen	1	0.22	3	NA	6	NA																						
mehr Interaktion	4	0.88	2.5	0.577350269189626	2	0	Mehr Soziale Interaktionen mit eher isolierten Menschengruppen wie Rentner																					
mehr Interaktionen Einsamer	2	0.44	3	0	2	0																						
Mehr Kapazitäten	2	0.44	1	0	1	0																						
mehr Kraft	2	0.44	2	1.4142135623731	2	0	"Roboter könnten über mehr Kraft verfügen, als Menschen
"																					
mehr Menschenrettung	3	0.66	3	0	4	0																						
Mehr Möglichkeiten	2	0.44	2	0	2	0	Roboter könnten auf neue Art Katastrophenhilfe leisten, die für Menschen körperlich oder mental nicht möglich ist.																					
mehr Patienten behandeln	2	0.44	3	0	2	0	man kann mithilfe von Robotern viel mehr leuten helfen als mit den Angestellten in den Berufen alleine																					
Mehr Pflegestellen	2	0.44	2	0	1	0	Pflegeberufen fehlt das Personal; durch den Einsatz von Assistenzrobotern wird aufgestockt																					
Mehr Plätze erreichen	2	0.44	3	0	1	0																						
mehr Profit	2	0.44	1	0	1	0	höhere Kosten der Roboter geben den Herstellern mehr Profitmöglichkeiten																					
mehr Quelle	2	0.44	3	0	1	0	zu erreichen eine lebende Person																					
Mehr Ressourcen	2	0.44	2	0	1	0	Mit Hilfe von Robotern wird es insgesamt mehr positive Ressourcen für Schwache geben.																					
Mehr Rettungen	2	0.44	3	0	1	0	Es können mehr Menschen gerettet werden																					
mehr stark	2	0.44	3	0	1	0																						
mehr Therapiezeit	1	0.22	3	NA	1	NA																						
Mehr tote	2	0.44	-3	0	1	0	Wenn die Entwicklung vom Roboter nicht stimmt, kann es auch zu einer Katastrophe führen. So dass wir mehr menschen verlieren.																					
Mehr Unterhaltungsmöglichkeiten	2	0.44	1	0	1	0	"Roboter können Pflegende individuell unterhalten, was Pfleger:innen nicht möglich ist
"																					
Mehr wissen	2	0.44	3	0	2	0	Roboter haben zugang zu mehr wissen. z.b. wenn sie mit den internet verbunden sind.																					
Mehr Zeit	2	0.44	3	0	1	0	"Für Patient/ Klient

"																					
Mehr Zeit/Arbeiter	2	0.44	3	0	1	0	Theoretisch könnte man für jede bedürftige Person so einen Assistenten erstellen, der auch 24/7 für die Person da sein kann. Das kann ein menschlicher Arbeiter nicht und in vielen Bereichen fehlen allgemein Arbeiter.																					
Mehr/ leichteren Zugang	2	0.44	3	0	3	0	Robotter können (leichteren) Zugang zu Orten schaffen, wo es sonst schwieriger sein würde																					
Mehrsprachig	4	0.88	1.5	0.577350269189626	1	0	Keine Sprachbarrieren																					
Meist erfolgreich	2	0.44	3	0	1	0																						
Menchlichkeit KI	2	0.44	2	0	2	0	fortgeschrittene KI sind vermutlich von echten Menschen kaum zu unterscheiden (in ihrer Sprache)																					
Menge Geld	2	0.44	-2	0	1	0	"Kosten der Ausrüstung, Installationskosten, Programming
"																					
Mensch-Tier-Interaktion	1	0.22	2	NA	2	NA	das ist realistischer als Mensch-Mensch ersetzen zu wollen																					
Mensch als Objekt	2	0.44	-1	0	1.5	0.707106781186548	Mensch kann durch Einsatz von Robotern als Objekt wie in einer Fertigungstraße gesehen werden.																					
Mensch Maschine Interaktion	2	0.44	0	0	2	0	fraglich, ob bei Pflege oder Betreuung die Interaktion zwischen Mensch und Maschine positiv oder negativ ist																					
Mensch nicht wertvoll	2	0.44	-2	0	1	0																						
Mensch wird dumm	2	0.44	-1	0	2	0	es kann sein, dass der mensch dümmer wird, sobald der roboter die aufgabe übernimmt. Natülich ist das kann muss, wir würden aber vielleicht auch vergessen, wie man menschen rettet? 																					
Menschen emotional ersetzt	2	0.44	-2	0	3	0	es wird die menschliche Nähe mit Assistenzrobotern ersetzt																					
Menschen haben Angst	2	0.44	-2	0	2	0																						
Menschen mit Autismus	2	0.44	3	0	1	0																						
Menschen mit Behinderung	2	0.44	0	0	1	0	"Mögliches Tool für Menschen mit Einschränkungen
"																					
Menschen nicht ersetzbar	4	0.88	-2.5	0.577350269189626	1.5	0.577350269189626																						
Menschen überlegen	2	0.44	3	0	1	0																						
Menschen werden abhängig	2	0.44	-1	0	1	0	Abhängigkeit von Assistenzrobotern																					
Menschen werden Ergänzt	1	0.22	1	NA	3	NA																						
Menschen werden Ersetzt	1	0.22	-2	NA	2	NA																						
menschenähnlich	2	0.44	0	0	2	0																						
menschenähnliche Kontakte	2	0.44	0	0	1.5	0.707106781186548																						
menschenähnliche Nähe	1	0.22	2	NA	2	NA	"Wenn Roboter tierähnlich sind und eher natürlich rüberkommen, wären diese vertrauter und weniger ""künstlich"""																					
menschenähnliche Roboter	1	0.22	2	NA	3	NA	in Bezug auf softe Roboter, welche vertraut wirken durch ihr Erscheinungsbild																					
Menschenartig	1	0.22	1	NA	2	NA	fühlen sich an wie Menschen durch softe Stoffe - wie Silikon																					
Menschengesteuert	2	0.44	3	0	1	0																						
Menschenrettung	2	0.44	3	0	1	0																						
Menschliche Arbeiter ersetzen	2	0.44	0	0	4	0																						
Menschliche Arbeitsplätze	2	0.44	0	0	4	0	Eventuell Schaffung neuer Arbeitsplätze in der Produktion oder Training von sozialen Assistenzrobotern. Gleichzeitig Verlust von Arbeitsplätzen in den sozialen Diensten																					
Menschliche Bedürfnisse schwierig	2	0.44	-2	0	1.5	0.707106781186548	Menschliche Bedürfnisse durch Roboter abzudecken kann sich als schwer oder sogar als Fehler herausstellen.																					
Menschliche Berührung	2	0.44	0	0	1	0																						
menschliche Beschäftigung	1	0.22	0	NA	1	NA																						
Menschliche Bindung vernachlässigt	2	0.44	-3	0	2	0																						
Menschliche Entscheidungen	2	0.44	3	0	1	0																						
Menschliche Fehleranfälligkeit	1	0.22	-1	NA	1	NA																						
menschliche Interaktion	4	0.88	-2	0	2.5	1.29099444873581	Verlust von menschlicher Interaktion	geht verloren																				
menschliche Komponente	3	0.66	-1	3.46410161513775	2.3333333333333335	1.52752523165195	Menschen können nicht durch Roboter ersetz werden, da Roboter nur ein programmiertes Wissen haben, aber keine Gefühle																					
Menschliche Nähe fehlt	2	0.44	-2	0	2	0	Bei der Interaktion mit den Opfern fehlt die menschliche Nähe.																					
Menschliche Natur	2	0.44	-3	0	1	0	"Menschen neigen dazu alles wie Dreck zu behandeln, was ""unter""uns steht"																					
Menschliche Sicherheit	4	0.88	2.5	0.577350269189626	1	0	vom rettungsdienst																					
Menschliche Überwachung notwenidg	2	0.44	-1	0	3	0																						
menschliche Wärme	2	0.44	-1.5	2.12132034355964	1	0	und sanfte Berührung (Trost) kann durch den Roboter nicht wirklich vermittelt werden	"gesunde Personen wissen: Dies ist dennoch ein Roboter und kein Mensch mit echten menschlichen Gefühlen
"																				
menschlicher Kontakt fehlt	2	0.44	-1	0	1	0																						
Menschlichkeit	3	0.66	-1.3333333333333333	2.88675134594813	1.6666666666666667	0.577350269189626																						
Menschlichkeit ist wichtig!!!!	2	0.44	3	0	5	0																						
Menschlichkeit lernen	2	0.44	3	0	1	0	Menschlichkeit lernen durch Aufopferung von Robotern																					
Menschligkeit fehlt	2	0.44	0	0	1	0	AI und kein Mensch. wie sieht es aus der Perspektive von Leute die gerettet werden																					
Menschsein	2	0.44	0	0	1	0	Wird es dem Robi gelingen menschliche Wärme zu vermitteln, auch körperlich als warm wahrgenommen zu werden?																					
Mental fit bleiben	2	0.44	1	0	1	0	"Durch Interaktionen mit dem Roboter kann das Hirn weiterhin aktiviert werden und ""verkümmert"" weniger"																					
Mentale Gesundheit	2	0.44	3	0	3	0	Hilfe bei Gedächtnisverlust																					
Meschlichkeitsverlust	2	0.44	-3	0	2	0																						
Metall	1	0.22	-1	NA	2	NA																						
Minderung des Verletzungsrisikos	1	0.22	3	NA	1	NA																						
Minderung Fachkräftemangel	2	0.44	0	0	2	0																						
Minderung menschlicher Interaktion	2	0.44	-3	0	1	0	echte menschliche Interaktion ist dann nicht mehr nötig, könnte argumentiert werden																					
Minenbergung	2	0.44	3	0	2	0	Dadurch das die Roboter kleiner sind könnten sie bei einer verschütung helfen																					
Minimierung von Gefahren	2	0.44	3	0	1	0	für Leib und Leben von Menschen																					
misbrauch möglichkeit	2	0.44	-1	0	2	0																						
Misbrauchen von Rettungsroboter	2	0.44	-3	0	2	0	Im Krieg könne sie misbraucht werden																					
Missbrauch	39	8.59	-2.2051282051282053	0.832860864714515	1.5384615384615385	1.29464796772091	Können verwendet werden um schaden anzurichten	als Waffe oder durch andere Personen zu ihrem persönlichen Vorteil	Die Roboter könnten gehackt werden und in einem Konflikt Schäden verursachen	Technologie kann auch immer missbraucht werden. Ein Roboter in einer Therapie, der von bspw. Hackern übernommen wird, kann viel Schaden verursachen	"Die Technologie könnte missbräuchlich verwendet werden
"	Roboter nutzen zum Ausspähen,etc.	Möglicherweise Missbrauch durch Einsatz in Kriegen	Könnte auch verwendet werden um aktiv Schaden anzurichten	zu Kriegszwecken oder zur Verhinderung von Rettungszwecken	möglich	falscher Einsatz von Robotern in Kriegssitautionen zB	missbräucliche Nutzung der Roboter für andere Zwecke, zb im Krieg	Kann gehackt, oder anderes werden und dadurch schaden zufügen									
Missbrauch / Zweckentfremdung	2	0.44	-3	0	2	0																						
Missbrauch als Kriegswaffe	2	0.44	-1	0	1	0																						
Missbrauch der Roboter	2	0.44	-3	0	2	0																						
Missbrauch der Technik	2	0.44	-3	0	1	0																						
Missbrauch im Krieg	8	1.76	-2.75	0.462910049886276	1.25	0.462910049886276	= verwendung als Waffe																					
Missbrauch von Daten	1	0.22	-3	NA	1	NA	Möglicherweise Missbrauch von Daten zu menschlichem Verhalten / Triggern bestimmten Verhaltens																					
Missbrauch von Robotern	2	0.44	-3	0	1	0																						
Missbrauch/ Zweckentwendung	2	0.44	-2	0	1	0																						
Missbrauchanfällig	2	0.44	-2	0	2	0																						
Missbrauchbar	2	0.44	-3	0	2	0	Roboter könnten für andere Zwecke missbraucht werden																					
Missbrauchsgefahr	2	0.44	-2	0	1	0																						
Missbrauchspotenzial	2	0.44	-2	0	1	0																						
Missbrauchsrisiko	2	0.44	-3	0	1	0	Potenzielle Nutzung für bösartige Zwecke																					
Missbraucht werden	2	0.44	-3	0	1	0																						
Misstrauen	2	0.44	0	0	1	0	KI in seiner jetzigen Form hat oft noch das Problem, dass das Vertrauen fehlt. Es ist schwierig nachzuvollziehen, wie der Algorithmus die Parameter gewichtet und die Ergebnisse tatsächlich ausgibt.																					
Missverbrauch	2	0.44	-2	0	1	0	Roboter können für Persönliches genutzt werden																					
Mitgefühl	2	0.44	-2	0	1	0	Der Roboter ist kein Lebewesen und kann somit möglichen Opfern keinen seelischen Beistand leisten																					
Mobiler als Menschen	1	0.22	3	NA	2	NA	Roboter kommen unter Umständen in engere Bereiche, die Menschen nicht zugänglich sind																					
Mobilität	2	0.44	2	0	2	0	Roboter können, zb als Drohnen, auch Orte erreichen, an die Menschen nicht oder nur sehr schwer gelangen könnten. Sie können zudem schneller sein																					
Moderne Möglichkeiten	2	0.44	1	0	1	0	Durch Roboter entstehen neuartige Behandlungsmöglichkeiten.																					
mögliche Abhängigkeit	8	1.76	-2.25	0.886405260427918	1.25	0.462910049886276	Nutzer könnten abhängig werden	Es könnte durch die 24/7 Verfügbarkeit eine Abhängigkeit entstehen - diese könnte aber durch festgelegte Pausenzeiten reduziert werden	durch softe Roboter verstärkt																			
Mögliche Arbeitslosigkeit	2	0.44	-3	0	1	0	Kann für die Arbeitslosigkeit führen																					
mögliche Datenschutz Probleme	2	0.44	-1	0	1	0																						
mögliche Defekte	2	0.44	-1	0	1	0	Mögliche Defekte könnten dafür Sorgen, dass die Interaktionen zwischen Roboter und Mensch toxisch oder schädlich sein können																					
Mögliche Diskrimination	2	0.44	-2	0	1	0	Es ist möglich, dass aufgrund des Training Models, in gewissen Situation Leute diskriminiert werden, welche auch gerettet werden müssen																					
mögliche Diskriminierung	2	0.44	-1	0	1	0																						
mögliche eingeschränkte Mobilität	2	0.44	-2	0	1	0																						
mögliche emotionale Abhängigkeiten	1	0.22	-2	NA	1	NA																						
mögliche Fehleranfälligkeit	2	0.44	-3	0	1	0																						
Mögliche Fehlfunktionen.	2	0.44	-3	0	1	0	So intelligent sie auch sind, manchmal können diese Ger8te nicht richtig funktionieren. Das kann katastrophale Folgen haben.																					
Mögliche militaristische Nutzung	2	0.44	-2	0	1	0																						
mögliche technische Fehler	2	0.44	-3	0	2	0																						
mögliche technische Probleme	2	0.44	-2	0	1	0																						
Möglicher Jobverlust	2	0.44	-2	0	1	0	Ich weiß nicht, ob dies so eintreten wird, kann mir das aber vorstellen, wenn Rettungsroboter und Automatisierung auf andere Bereiche fortschreiten.																					
möglicher Missbrauch	2	0.44	-3	0	1	0	durch Hacking etc.																					
möglicher Reparaturaufwand	1	0.22	-2	NA	1	NA																						
möglicherweise teure Wartung	2	0.44	-1	0	2	0																						
möglicherweise Unzuverlässig	1	0.22	-1	NA	1	NA	im Vergleich zu 'harten' Rettungsrobotern; gültig für softe Rettungsroboter																					
möglicherweise weniger präzise	1	0.22	-2	NA	1	NA	im Vergleich zu 'harten' Rettungsrobotern; gültig für softe Rettungsroboter																					
Möglichkeit einer Fehlfunktion	2	0.44	-2	0	2	0																						
Möglichkeit spezieller Programme	2	0.44	2	0	1	0	Roboter könnten gezielt auf Krankheitsbilder eingehen																					
Möglichkeit unprezise sein	1	0.22	-1	NA	1	NA																						
Möglichkeit von Fehlfunktionen	2	0.44	-3	0	1.5	0.707106781186548	je nachdem wofür genau der Roboter genutzt wird kann bei einer Fehlfunktion die zu betreuende Person auf sich selbst gestellt sein																					
Möglichkeiten für einsatz	1	0.22	1	NA	2	NA	Durch meherer Arten von Robotern kann ausgewählt passend zu dem Einsatz.																					
Monetäre Kosten	2	0.44	-1	0	1	0																						
Moral und Ethik	1	0.22	-1	NA	1	NA																						
Moral und Gefühle	2	0.44	-2	0	2	0	Können Menschen nicht gut einschätzen 																					
Moralische Entscheidungen	1	0.22	-1	NA	2	NA	Welches leben warscheinlich besser wäre zu retten																					
Moralische Entscheidungsfindung	2	0.44	-1	0	1	0																						
Moralische Problematiken	2	0.44	-2	0	1	0	Kann ein Roboter selbst entscheiden?																					
Moralische/ethische Frage	2	0.44	-1	0	2.5	0.707106781186548																						
moralish falsch	2	0.44	-2	0	1	0	Roboter können Menschen nicht ersetzen																					
Motivation und Förderung	2	0.44	1	0	1	0																						
multi funktiontsfaehig	2	0.44	1	0	1	0																						
Multifunktional	2	0.44	2	0	1	0	Roboter können verschieden Aufgaben übernehmen und sind so vielfältig einsetzbar																					
Multiplizierbarkeit	2	0.44	1	0	1	0	"Anders als Menschen theoretisch ""unbegrenzt"" oft verfügbar"																					
muss hilft	2	0.44	3	0	1	0																						
müssen überwacht werden	2	0.44	-2	0	1	0	Können möglicherweise alleine Fahren, aber es muss im Zweifel immer jemand eingreifen und den Roboter steuern können, denn Fehler können tödlich sein																					
Mutifunktionalität	2	0.44	2	0	1	0																						
Nach der Rettung	2	0.44	3	0	1	0	"Der Ort kann schneller ""aufgeräumt"" werden"																					
Nachahmen menschlichen Verhaltens	1	0.22	3	NA	1	NA																						
Nachahmung der Natur	1	0.22	0	NA	2	NA	"""menschenähnliche"" Eigenschaften würden womöglich nicht bei jeder Person gut ankommen und Unbehagen auslösen."																					
Nachhaltig	1	0.22	1	NA	1	NA																						
Nachhaltige Energie:	2	0.44	3	0	3	0	 Wichtig für den Klimaschutz und Ressourcenschonung.																					
Nachteile	460	101.32	-0.6869565217391305	1.29429933192935	5.252173913043478	1.68082082998124	Da es sich noch in der Entwicklung befindet können jetzige Nachteile später noch in Vorteile gewandelt werden.	Kann bei unzureichender Regulierung zu Datenschutzbedenken führen. Risiko der Arbeitslosigkeit durch Automatisierung. 	"Negative Aspekte 
"																			
Nachtsichtfähigkeit	2	0.44	2	0	1	0	"Ein Roboter mit einer hochempfindlichen Kamera kann nachts Analysen und Aktionen durchführen, die der Mensch nur mit Hilfsmitteln bewerkstelligt
"																					
Nachvollziehbarkeit der KI	2	0.44	-1	0	3	0	Künstliche Intelligenz ist nicht fehlerfrei.																					
Nahbarkeit	2	0.44	-1	0	2	0	Menschen in Not nehmen Roboter womöglich nicht hilfreich war																					
Nahrung	1	0.22	3	NA	1	NA	kann den Opfern auf anhieb nahrung reichen ohne probleme, was die überlebenschancen erhöht.																					
Nahrung/Wasser Transport	1	0.22	3	NA	2	NA																						
nahrungsgabe in gefährliche	1	0.22	1	NA	1	NA																						
Nahrungstransport	1	0.22	3	NA	1	NA	Opfer die noch nicht gerettet werden können, bekommen dadurch Nahrung um am Leben zu bleiben.																					
Nahrungsversorgung	1	0.22	3	NA	1	NA	durch bspw. integriertes Pumpsystem																					
Natur der Menschen	2	0.44	-3	0	3.5	0.707106781186548																						
Naturinspiriert	1	0.22	1	NA	1	NA																						
Naturkatastropheeinsatz	2	0.44	2	0	3.5	0.707106781186548																						
Natürliche Bewegungen	1	0.22	3	NA	1	NA																						
natürliche Interaktion	2	0.44	1.5	0.707106781186548	2	0	menschenähnliche Bewegungen und Reaktionen																					
Navigation	2	0.44	1.5	2.12132034355964	1	0																						
Negative Auswirkungen	2	0.44	-1	0	3	0	Nichtnutzung von mentaler Energie																					
Negative gesellschaftliche Folgen	2	0.44	-3	0	1	0	Armut in einer Gesellschaft ist schlecht. Sie führt zu Kriminalität und Unsicherheit.  																					
Negative Kindesentwicklung	2	0.44	-3	0	1	0	Kindern könnte ein falscher Eindruck vermittelt werden. Sie könnten sich an das Verhalten der Roboter gewöhnen und dann mit normalen Menschen negativ beeinflussen. 																					
Negative Vorstellungen	2	0.44	-0.5	0.707106781186548	1	0	gegenüber Roboter																					
Nestel-Gewohnheit	1	0.22	2	NA	1	NA	Softe Roboter insbesondere fuer Autismus oder Demenz bestimmt sehr hilfreich, wenn Nesteln, Stimming oder Bemuttern eine Ausprägung ist																					
netter als Menschen	2	0.44	1	0	1	0	nicht alle Menschen, die in sozialen Umgebungen arbeiten, nett und höflich																					
Neuartige Therapie	2	0.44	2	0	2	1.4142135623731																						
neue Arbeitsplätze	4	0.88	2.5	0.577350269189626	1	0	Der roboter könnte per fernsteuerung von schwerbehinderte menschen genutzt werden. wodurch sie wieder eine aufgabe haben.	Entwicklung & Steuerung																				
Neue Form Kommunikation	2	0.44	1	0	2	0	Eventuell hat die Kommunikation mit Roboter auch ungeahnte Vorteile																					
Neue Herangehensweisen	1	0.22	2	NA	1	NA																						
neue Jobmöglichkeiten	2	0.44	3	0	2	0																						
Neue Jobs	2	0.44	3	0	2	0																						
neue Möglichkeiten	4	0.88	2	0	2.5	1.91485421551268																						
neue Orte	2	0.44	2	0	1	0	Es kann an Orten gesucht werden, an die Menschen nicht gelangen																					
Neue Rettungsmöglichkeiten	2	0.44	3	0	1	0	In Situationen wo Menschen nicht helfen können																					
Neue Technologie	2	0.44	0	0	1	0																						
Neue Wirtschaftssektoren	2	0.44	1	0	1	0	Neue Vermarktungsmöglichkeiten																					
neues Geschäftsmodell	2	0.44	0	0	7	0																						
neutral	2	0.44	0	0	2	0	soziale Assistenzroboter sind neutral und schlagen nicht aus Gefühlslage in positiv oder negativ																					
Neutralität	2	0.44	2	0	1	0	Der Robi kennt keine Antipathien, er behandelt jeden vorurteilsfrei.																					
Nevorsität kurieren	2	0.44	3	0	1	0																						
Nicht-wertendes Feedback	2	0.44	3	0	3	0																						
nicht adaptierbar	1	0.22	-2	NA	1	NA																						
nicht akkurat	1	0.22	-3	NA	2	NA																						
Nicht einfühlsam (genug)	2	0.44	-2	0	2	0	Roboter können menschliche Emotionen nicht nachempfinden oder verstehen																					
nicht emotionsgesteuert	2	0.44	2	0	2	0																						
nicht empathiefähig	2	0.44	-1	0	1	0																						
nicht ethische Verwendung	2	0.44	-2	0	1	0																						
nicht flexibel	4	0.88	-2.25	0.5	1	0	"Führt nur ""Befehle"" aus."																					
nicht genug Produktion	2	0.44	-2	0	1	0																						
nicht gut progammiert	2	0.44	-3	0	1	0																						
nicht haltbares Material	1	0.22	-3	NA	1	NA																						
nicht immer sofortverfügbar	2	0.44	-1	0	1	0	nicht überall auf der Welt nehme ich an																					
Nicht infizierbar	2	0.44	3	0	1	0	Roboter sind gegenüber Infektionen unempfindlich.																					
nicht Kreativ	2	0.44	-1	0	1	0	keine Imagination																					
Nicht lebendig	2	0.44	3	0	1	0																						
nicht Menschenähnlich	1	0.22	0	NA	3	NA																						
Nicht müde	2	0.44	3	0	2	0																						
Nicht Robust	1	0.22	-1	NA	1	NA	Evntuell sind Rettungsrobotern nicht robust genug																					
nicht selbst gefährdet	2	0.44	3	0	1	0	Wenn Roboter während der Rettung kaputt geht, ist es nicht so schlimm, wie wenn ein anderer Mensch stirbt																					
nicht spontan	2	0.44	-1	0	1	0	Assistenzroboter können nicht spontan auf neue Erlebnisse reagieren.																					
nicht stressanfällig	2	0.44	2	0	2	0																						
Nicht widerstandsfähig	1	0.22	-2	NA	3	NA																						
Nie krank	2	0.44	3	0	1	0																						
Nie Müde	2	0.44	3	0	2	0																						
Niedriges Verletzungsrisiko	1	0.22	2	NA	2	NA																						
noch in Entwicklung	2	0.44	-1	0	3	0																						
noch nicht zuverlässig	1	0.22	0	NA	1	NA																						
NOGO bei Autismus	2	0.44	-3	0	2	0																						
Normale Interaktion	1	0.22	-1	NA	1	NA	Vielleicht nicht mehr möglich auf emotionale menschliche Interaktion korrekt zu reagieren/auszuleben.																					
Notfall Hilfe fragwürdig	2	0.44	-2	0	1	0	ggf kann ein Roboter in einem Notfall nicht die richtigen/essentiellen Entscheidungen treffen																					
Notfallhilfe	2	0.44	3	0	2	0																						
Notfallüberwachung	2	0.44	1	0	1	0	Je nachdem wie ein Roboter ausgestattet ist, könnte dieser sehr schnell bei einem Notfall reagieren, schneller als ein Mensch.																					
Notfallversorgung	3	0.66	3	0	2	1.73205080756888	mit Lebensmitteln, Informationen	z.B. mit Nahrung																				
Notsituation	2	0.44	-1	0	2	0	kann nur bedingt Hilfe leisten in Notsituation																					
Notversorgung	2	0.44	3	0	1.5	0.707106781186548																						
Notwendigkeit von Bildung	2	0.44	0	0	1	0	Menschen sollten über die Funktionsweise dieser Roboter aufgeklärt werden, um ihre gesellschaftlichen Einflussmöglichkeiten bei Entscheidungsprozessen bezüglich der Verwerndung dieser Maschinen ausnutzen zu können.																					
Nur Fake-Empathie	1	0.22	-3	NA	1	NA																						
nur zur Unterstützung!!!!!	2	0.44	1	0	3	0																						
Nützliche Ergänzung	2	0.44	3	0	2	0	Zu Menschlichen Rettern.																					
Nutzung durch Klientel	2	0.44	0	0	3.5	0.707106781186548																						
Nutzung durch Personal	2	0.44	0	0	2	0																						
Nutzung modernster Technologie	2	0.44	3	0	3.5	2.12132034355964	Dies ist sehr positiv, weil wir als Menschheit es sehr geschafft zu haben, Dinge wie Rettungsroboter entwickeln zu können.																					
Nutzung von Mobilen	2	0.44	-1	0	1.5	0.707106781186548	Datenschutz																					
Oberflächlich	1	0.22	-2	NA	1	NA	Könnten zu öberflächlich agieren/müssten auf die betreuende Person abgestimmt sein																					
objektiv	4	0.88	2.5	0.577350269189626	1	0	Keine Verurteilung oder verfälschung von Gefühlen. Betrachtet nüchtern die Fakten	Ein Rettungsroboter handelt nur so wie er programmiert wurde und nicht nach gefühlen	Dem Roboter ist es egal wer du bist.																			
Objektiver Gesprächspartner	2	0.44	1	0	1	0	Ich stelle mir einen sozialen Assistenzroboter als unvoreingenommen vor (je nach Training der KI).																					
Objektivität	2	0.44	3	0	3	0																						
Öffentliche Akzeptanz	2	0.44	-1	0	1	0																						
Öffentliche Verkehrsmittel	2	0.44	3	0	4	0	Reduziert Verkehr und Emissionen																					
Ohne Emotionen	2	0.44	0	0	3	0	Roboter können Situationen ohne emotionales Involvement bewerten, während Menschen eventuell zu viel Zeit aus aussichtslose Rettungsversuche verwerten würden																					
Ohne Empathie	2	0.44	-3	0	1	0																						
ohne Grundbedürfnis	2	0.44	3	0	1	0	Wasser, Schlaf Essen usw.																					
